,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
10,27,simple,GMG10YOWBKTM,Glenmorangie 10 Year Old 	Single Malt Scotch Whisky 750 ml,1,0,visible,"Glenmorangie's Original 10-year-old, cherished for over 175 years, embodies mellow tones and delicate flavors. Crafted in giraffe-high stills, aged in bourbon casks, it offers a smooth, citrusy journey.","First released more than 175 years ago by our founders, the original Glenmorangie 10 year old was known for its mellow tones and delicacy of flavour.\n\nAll these years later, The Original remains at the heart of everything we do. Like home, we carry with us, no matter how far we travel. And every time we return, we discover something new.\n\nTo give Original a delicious, go-anywhere finesse, we make it in our giraffe-high stills, then we age it 10 years in bourbon casks to absorb all manner of delectable flavours.\n\nThe result is a smooth whisky which welcomes  Year Oldu with a rush of citrus, then holds  Year Oldur attention with layers of luscious flavour, from orange to honey and creamy vanilla, with bursts of peach.\n\nWe are constantly embarking on new sensory journeys, yet we always come home to Original.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,9500.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","10 year old, glen, glenmorangie, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/glenmorangie-10-year-old-single-malt-scotch-whisky-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Scotland,1.0,0.0,,Age,10 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Glenmorangie 10 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
11,28,simple,TLK10YOWBKTM,Talisker 10 Year Old 	Single Malt Scotch Whisky 750 ml,1,0,visible,"\nTalisker, echoing the rugged shores of Isle of Skye, presents its classic expression, the Talisker 10-year-old, embodying power and coastal charm.","Deep and stormy like the ocean crashing over the rocky shores of its island distillery, Talisker is the only Single Malt Scotch Whisky rugged enough to call the Isle of Skye its home.\n\nTalisker 10 year old is still the classic expression of this powerful, coastal malt.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10200.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","10 year old, scotch, Single Malt Scotch, talisker, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/talisker-10-year-old-single-malt-scotch-whisky-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Scotland,1.0,0.0,,Age,10 Year Old Whisky,1.0,0.0,,ABV,45.8%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Brilliant gold,1.0,0.0,,Flavour,"Dry Fruit, Smoke, Barley-malt, Pepper",1.0,0.0,Grape Varieties,,0.0,0.0,Talisker 10 Year Old,,'	Single Malt Scotch Whisky,,"A rich dried-fruit sweetness, clouds of smoke, strong barley-malt flavours, warming and intense. Peppery at the back of the mouth.",,,,,,,,,,,
12,29,simple,LGV16YOWBKTM,Lagavulin 16 Year Old 	Single Malt Scotch Whisky 750 ml,1,0,visible,"Lagavulin's flagship, from Islay, is highly acclaimed for its intense character. Rich peaty water, barley, and slow distillation yield classic elements of smoke, spice, and peat.","Lagavulin's flagship expression, this is from one of Scotland's 'essential' distilleries, on a cramped, chaotic and wildly romantic Islay. Demand heavily exceeds supply, as it is highly regarded as being one of the best whiskies in the world - with a substantial fanbase. The intense character comes from their own richly peaty water supply; the heavily peated barley; the unusually long fermentation - up to 75 hours; and the slowest distillation of any Islay malt.\n\nA classic Lagavulin with elements of smoke, peat and spice. The nose opens with punchy Islay smoke, with hints of iodine, sweet spice and vanilla, leading to a rich palate bursting with malt, dried fruit, oak and earthy peat. The finish is long and spicy, with more peat smoke and vanilla.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,13000.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","16 year old, lagavulin, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/lagavulin-16-year-old-single-malt-scotch-whisky-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Scotland,1.0,0.0,,Age,16 Year Old Whisky,1.0,0.0,,ABV,43%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Lagavulin 16 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
13,30,simple,TML12YOWBKTM,The Macallan 12 Year Old Double Cask 	Single Malt Scotch Whisky 700 ml,1,0,visible,"Macallan's smooth single malt delights with rich sherry influence, woodsmoke, and spice. Crisp, floral nose, fruity taste, and long, oaky finish. Simply the best 12-year-old.","A deliciously smooth Macallan single malt - this rich and well rounded whisky is easy to drink and will not disappoint. Described as refined, rich, and rounded with plenty of sherry cask influence and perfectly balanced with woodsmoke and spice. It has often been dubbed 'simply the best 12 Year Old single malt around'.\n\nCrisp sweet and floral on the nose, with beautiful Sherry notes - calvados emerges with a tropical fruit note and golden syrup. The taste brings medium-body with plenty of fruits and marmalade, leading to a long finish with a whisper of oak. ",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,12490.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","12 year old, macallan, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/the-macallan-12-year-old-double-cask-single-malt-scotch-whisky-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Scotland,1.0,0.0,,Age,12 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Harvest sun,1.0,0.0,,Flavour,"Honey, Spice, Citrus, Raisins, Caramel",1.0,0.0,Grape Varieties,,0.0,0.0,The Macallan 12 Year Old Double Cask,,'	Single Malt Scotch Whisky,,"Deliciously honeyed, wood spices and citrus, balanced with raisins and caramel.",,,,,,,,,,,
14,31,variable,DLM12YOWBKTM,"Dalmore 12 Year Old 	Single Malt Scotch Whisky 700 ml, 1 L",1,0,visible,"\nDalmore 12 Year Old, a robust Highland single malt, showcases sherry wood influence. Aromatic nose, sweet sherry, spice, citrus, and a long, flavorful finish.","The Dalmore 12 Year Old is a muscular Highland single malt with plenty of evidence of sherry wood maturation in most expressions.\n\nThe attractively perfumed nose offers sweet malt, thick cut orange marmalade, sherry and a hint of leather. It’s full-bodied, with sweetening sherry in the mouth, along with spice and balance, delicate, citrus notes. The finish is as long as  Year Oldur arm, with spice, ginger, lingering Seville oranges and even a suggestion of vanilla.\n\nA former winner of The Whisky Shop Malt of the Year.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","12 year old, dalmore, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/dalmore-12-year-old-single-malt-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,Scotland,1.0,0.0,Scotland,Age,12 Year Old Whisky,1.0,0.0,12 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Dalmore 12 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
15,32,simple,DLM15YOWBKTM,Dalmore 15 Year Old 	Single Malt Scotch Whisky 1 L,1,0,visible,"Launched in 2007, Dalmore 15 Year Old matures for 12 years in bourbon casks, followed by a 3-year finish in sherry woods. Rich chocolate orange, spice, and maltiness.","Dalmore 15 year old single malt whisky was launched in 2007, and is one of the most popular expressions in the core Dalmore range. It spends twelve years maturing in American white oak ex-bourbon casks, then a three year finish in three different sherry woods - Amoroso, Apostoles and Matusalem oloroso.\n\nA robust, yet elegant spirit, it has a terrific chocolate orange nose with somewinter spices and a hint of sherry. Orange zest and chocolate on the palate, with a gentle spice and a malty and coffee flavoured finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,24200.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","15 year old, dalmore, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/dalmore-15-year-old-single-malt-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Scotland,1.0,0.0,,Age,15 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Dalmore 15 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
16,33,simple,DLM18YOWBKTM,Dalmore 18 Year Old 	Single Malt Scotch Whisky 700 ml,1,0,visible,"Dalmore's 2023 release of their 18 Year Old features a sherry-forward Highland single malt, aged in bourbon and Oloroso sherry casks. Rich chocolate, citrus, espresso, and spices.","Presenting The Dalmore’s 2023 release of their 18 Year Old, matured in a combination of American white oak bourbon barrels and exclusive Gonzalez Byass Matusalem Oloroso sherry casks. Bottled at 43% abv. This is sherry-forward Highland single malt at its finest.\n\nExpect aromas of vanilla, dark chocolate, orange, and cinnamon, with flavours of dark chocolate, candied citrus fruits, rich espresso, nutmeg, and soft liquorice on the palate. More citrus is unlocked on the finish, along with hints of molasses.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,21345.0,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","18 year old, dalmore, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/dalmore-18-year-old-single-malt-scotch-whisky-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Scotland,1.0,0.0,,Age,18 Year Old Whisky,1.0,0.0,,ABV,43%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Dalmore 18 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
17,34,variable,ABL12YOWBKTM,"Aberlour 12 Year Old 	Single Malt Scotch Whisky 700 ml, 1 L",1,0,visible,"Aberlour 12-year-old is double cask matured in ex-bourbon and sherry casks, showcasing prominent Oloroso sherry influence. Notes of honey, almonds, spices, and ginger.","Aberlour uses a mix of ex-bourbon and former sherry casks for most of its maturation, with sherry usually playing a prominent part.\n\nThe 12-year-old is ‘double cask matured’ in this manner and Oloroso sherry is prominent on the sweet nose, along with honey, almonds and wood. Christmas spices, sherry, stewed apple, honey and almonds appear on the palate, while ginger features in the lengthy, drying finish, along with nutmeg.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Single Malt Scotch Whisky, Whiskey & Scotch","12 year old, aberlour, scotch, Single Malt Scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/aberlour-12-year-old-single-malt-scotch-whisky-700-ml-1-l.webp,,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,Scotland,1.0,0.0,Scotland,Age,12 Year Old Whisky,1.0,0.0,12 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Aberlour 12 Year Old,,'	Single Malt Scotch Whisky,,,,,,,,,,,,,
18,35,variable,JWBLLWBKTM,"Johnnie Walker Blue Label Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Johnnie Walker Blue Label blends rare, hand-selected casks from vast reserves for a remarkably smooth and big-flavored whisky masterpiece.","The rare casks used in the blending of Johnnie Walker Blue Label are drawn from the largest reserves of whisky in the world. The casks are hand-selected and set aside for their exceptional quality, character and flavour. They are truly special, with only 1 in 10,000 containing whisky of sufficient character to deliver its remarkably smooth signature taste.\n\nJohnnie Walker Blue Label is a big flavoured whisky that reflects the Walker family's belief that neither whisky age alone, nor whisky from a single location, is enough to achieve the creation of an unrivalled masterpiece today.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, blue label, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-blue-label-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Spice, Smoke",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Blue Label,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Spicy &amp; Smoky,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
19,36,variable,JW18YOWBKTM,"Johnnie Walker 18 Year Old Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"This sophisticated blend features 18 carefully aged Scotch whiskies, boasting rich fruit, vanilla, almond, and subtle smoke flavors. Exceptional for special occasions.","This sophisticated super-premium blend, incorporates up to 18 different Scotch whiskies from among our most famous Malt and Grain distilleries across the four corners of Scotland. The blend is rich in Malt Whiskies that have been matured in oak casks under carefully controlled conditions for 18 years which makes them exceptionally well rounded and supremely smooth. Rich flavours of stewed fruit, malty cereal, smooth creamy vanilla, fragrant almonds and tangerines give a fruity and sweet character balanced with a subtle smokiness. The intense flavours will reward  Year Oldu with a substantially long taste experience and a lingering finish. Best enjoyed neat or on the rocks to unlock the fruity and sweet character of this elegant blend. The discerning choice when  Year Oldu want to make a special occasion truly exceptional and a memorable gift for any whisky lover.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","18 year old, Blended, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-18-year-old-blended-scotch-whisky-1-l.png,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,18 Year Old Whisky,1.0,0.0,18 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Malt, Cream",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker 18 Year Old,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Malty &amp; Creamy,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
20,37,variable,JWGLWBKTM,"Johnnie Walker Gold Label Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Johnnie Walker Gold Label Reserve, a celebrated blend by Master Blender Jim Beveridge, harmonizes Clynelish single malt with Speyside, Highland, and West Coast whiskies. Creamy, fruity, with a hint of smoke.","Winner of several major awards, Johnnie Walker Gold Label Reserve was created by Master Blender, Jim Beveridge, as the celebration blend. The recipe includes single malt from Clynelish as well as a harmonious mix of Speyside and Highland malts with a touch of smoky West Coast whisky.Creamy and smooth, the nose opens with a burst of nectar and a gentle smoke. The palate brings sweet fruits and a deep, velvety smooth honey aspect, before a whisper of smoke and oak in the finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, gold label, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-gold-label-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,18 Year Old Whisky,1.0,0.0,18 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Smoke, Honey",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Gold Label,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Smoky &amp; Honey,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
21,38,variable,JWDBKWBKTM,"Johnnie Walker Double Black Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Johnnie Walker Double Black, echoing Black Label but richer and smokier, combines aged whiskies with deep-charred oak cask maturation for depth.","JOHNNIE WALKER DOUBLE BLACK is a Blended Whisky created in the style of JOHNNIE WALKER BLACK LABEL but with a rich, more intense, smokier flavour. It is proof that this pioneering spirit is still alive and well today.\n\nCreated through blending selected aged whiskies that are naturally smoky and rich in character, with those matured in deep charred old oak casks, it is a whisky of real character and depth of taste.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, double black, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-double-black-blended-scotch-whisky-750-ml.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Smoke, Malt Biscuit",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Double Black,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Smoky &amp; Malty Biscuit,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
22,39,variable,JWGNLWBKTM,"Johnnie Walker Green Label Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Johnnie Walker Green Label, crafted by Dr. Jim Beveridge, boasts vibrant forest, shore, and fruit notes, harmoniously balanced with individuality. Rich, smooth, and enjoyable neat.\n\n\n\n\n\n","Created by legendary Master Blender Dr. Jim Beveridge and his team, Johnnie Walker Green Label is described by whisky expert Dave Broom as, ""An arresting, pure malt-whisky with vibrant, natural notes of forest, shore and fruit. The different elements are all in evidence yet also in harmony. Concentrated flavours have been brought together and work together as a whole whilst retaining their individuality. It changes every time  Year Oldu pick up the glass.""Charles Maclean's official tasting notes: Deep amber in colour, initially somewhat closed, then subtle scents of dry Xmas cake, complete with marzipan, icing sugar and waxed wrapper, being to emerge. A smooth, rich texture, and a sweet, dry-fruit mouth taste, with milk chocolate baking spices and a trace of ginger. Drinks well straight.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, green label, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-green-label-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,43%,1.0,0.0,43%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Chocolate, Fruit",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Green Label,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Chocolate &amp; Fruity,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
23,40,variable,JWBKLWBKTM,"Johnnie Walker Black Label Blended Scotch Whisky 700 ml, 1 L, 1.5 L",1,0,visible,"Originally Old Special Whisky in the 1870s, Johnnie Walker Black Label, now known simply as Black Label, blends whiskies from Scotland's finest distilleries.","With its origins in the 1870s Old Special Whisky, JOHNNIE WALKER BLACK LABEL became simply 'BLACK LABEL' in 1909. Each bottle of BLACK LABEL will have been two decades in the planning and draws whisky from the finest distilleries across Scotland aged in the finest whisky casks.\n\nEach whisky is matured in a slightly different way, due to the intricacies of wood, climate and location. The Master Blenders' skill is in blending these whiskies together to create a whisky with an extraordinary range of flavour. Today the blend remains as rich and smooth as it was when John Walker's son and grandson were Master Blenders.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","black label, Blended, johnnie walker, jw, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-12-year-old-black-label-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 1.5 L, 700 ml",1.0,1,700 ml,Country,Scotland,1.0,0.0,Scotland,Age,12 Year Old Whisky,1.0,0.0,12 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Smoke, Barley",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Black Label,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Smoky &amp; Barley,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
24,41,variable,JWRDLWBKTM,"Johnnie Walker Red Label Blended Scotch Whisky 700 ml, 1 L, 1.5 L",1,0,visible,"Johnnie Walker Red Label, the world's top-selling Scotch Whisky, boasts a bold, balanced taste perfect for mixing, crafted with expertise.","JOHNNIE WALKER RED LABEL is the world's best-selling Scotch Whisky. It's renowned for its bold, characterful taste - balanced to shine through even when mixed. It's a flavour the Walker family has never compromised on.\n\nBlending is part art, part science - it's a skill the Walker family developed over many generations. RED LABEL with its combination of light whiskies from Scotland's east coast and dark, peaty whiskies from the west coast, created a blend with an extraordinary depth of flavour. The taste travels right across  Year Oldur palate to deliver a flavour experience no ordinary whisky can match.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, johnnie walker, jw, red label, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/johnnie-walker-red-label-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 1.5 L, 700 ml",1.0,1,700 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Fruit, Smoke",1.0,0.0,Grape Varieties,,0.0,0.0,Johnnie Walker Red Label,field_663f88db36702,Blended Scotch Whisky,field_663f893236703,Fruity &amp; Smoky,field_663f89a536704,,field_6641ab1530a93,JW,field_6701106f7ade4,,,,,,
25,42,variable,BLTWBKTM,"Ballantines Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Ballantine's Finest, complex and refined, offers modern satisfaction. A blend of selected malt and grain whiskies aged in high-quality casks.","Complex, refined and elegant, Ballantine's Finest is regarded as the taste to satisfy a modern style. It is a mix of carefully selected malt and grain whiskies - all aged in high quality casks, producing a well balanced whisky with subtle flavours.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","ballentines, Blended, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/ballantines-10-year-old-blended-scotch-whisky-750-ml-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Barley Sugar, Caramel",1.0,0.0,Grape Varieties,,0.0,0.0,Ballantines,,Blended Scotch Whisky,,Barley Sugar &amp; Caramel,,,,,,,,,,,
